"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"ABC-family Proteins Mediated Transport R-HSA-382556","3/102",1.50574114965684e-05,0.000602296459862734,0,0,86.1082251082251,956.11475242349,"ABCA10;ABCA6;ABCA8"
"ABC Transporters In Lipid Homeostasis R-HSA-1369062","2/18",3.42783740696179e-05,0.000685567481392358,0,0,312.09375,3208.63456299034,"ABCA10;ABCA6"
"Extracellular Matrix Organization R-HSA-1474244","3/291",0.000339144016706534,0.00452192022275379,0,0,29.3184523809524,234.22762903675,"TNXB;MMP2;FBLN1"
"Extrinsic Pathway Of Fibrin Clot Formation R-HSA-140834","1/5",0.00249770786419674,0.0249770786419674,0,0,555.166666666667,3326.77064151216,"F3"
"Transport Of Small Molecules R-HSA-382551","3/706",0.00436440851641918,0.0349152681313534,0,0,11.7579760211339,63.8960469800998,"ABCA10;ABCA6;ABCA8"
"Molecules Associated With Elastic Fibres R-HSA-2129379","1/28",0.0139151155631478,0.0660840890619368,0,0,82.1522633744856,351.182817850539,"FBLN1"
"FOXO-mediated Transcription Of Oxidative Stress, Metabolic And Neuronal Genes R-HSA-9615017","1/29",0.0144088467211374,0.0660840890619368,0,0,79.2142857142857,335.861672292423,"ABCA6"
"Activation Of Matrix Metalloproteinases R-HSA-1592389","1/33",0.0163815476907073,0.0660840890619368,0,0,69.2986111111111,284.928149930553,"MMP2"
"Formation Of Fibrin Clot (Clotting Cascade) R-HSA-140877","1/37",0.0183506949831896,0.0660840890619368,0,0,61.5864197530864,246.227915397722,"F3"
"Elastic Fibre Formation R-HSA-1566948","1/39",0.0193339377497967,0.0660840890619368,0,0,58.3391812865497,230.20018425525,"FBLN1"
"NGF-stimulated Transcription R-HSA-9031628","1/39",0.0193339377497967,0.0660840890619368,0,0,58.3391812865497,230.20018425525,"F3"
"Collagen Degradation R-HSA-1442490","1/40",0.019825226718581,0.0660840890619368,0,0,56.8404558404558,222.860063552568,"MMP2"
"EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665","1/49",0.0242368708211977,0.0745749871421468,0,0,46.162037037037,171.717248380445,"MMP2"
