"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"ABC transporters","3/45",1.26316486844531e-06,3.15791217111328e-05,0,0,203.551020408163,2764.60760642082,"ABCA10;ABCA6;ABCA8"
"Complement and coagulation cascades","2/85",0.000785679499210031,0.00904198683843215,0,0,59.960843373494,428.657767411021,"C7;F3"
"AGE-RAGE signaling pathway in diabetic complications","2/100",0.00108503842061186,0.00904198683843215,0,0,50.7448979591837,346.391771762865,"MMP2;F3"
"Bladder cancer","1/41",0.0203162941970357,0.120322509738621,0,0,55.4166666666667,215.921734165782,"MMP2"
"Peroxisome","1/82",0.0402604390785999,0.120322509738621,0,0,27.3100137174211,87.7303044353751,"SOD2"
"ECM-receptor interaction","1/88",0.0431482391729825,0.120322509738621,0,0,25.418901660281,79.894497269575,"TNXB"
"GnRH signaling pathway","1/93",0.0455487630468528,0.120322509738621,0,0,24.0314009661836,74.2323201774775,"MMP2"
"Longevity regulating pathway","1/102",0.0498560516752303,0.120322509738621,0,0,21.8800880088009,65.6099686868589,"SOD2"
"Leukocyte transendothelial migration","1/114",0.0555718892963041,0.120322509738621,0,0,19.5447394296952,56.4858174108685,"MMP2"
"Relaxin signaling pathway","1/129",0.0626731600524218,0.120322509738621,0,0,17.2413194444444,47.7553857740171,"MMP2"
"FoxO signaling pathway","1/131",0.0636163562830487,0.120322509738621,0,0,16.974358974359,46.7624012780488,"SOD2"
"Systemic lupus erythematosus","1/135",0.0655001866370673,0.120322509738621,0,0,16.4643449419569,44.8769026609994,"C7"
"Estrogen signaling pathway","1/137",0.0664408221450692,0.120322509738621,0,0,16.2205882352941,43.9812104842916,"MMP2"
"Fluid shear stress and atherosclerosis","1/139",0.0673806054536277,0.120322509738621,0,0,15.9838969404187,43.1149325245792,"MMP2"
"Focal adhesion","1/201",0.0960949196820343,0.142316145225458,0,0,10.9944444444444,25.7535936845187,"TNXB"
"Diabetic cardiomyopathy","1/203",0.0970077921963339,0.142316145225458,0,0,10.8844884488449,25.3931194024567,"MMP2"
"Proteoglycans in cancer","1/205",0.0979198348783283,0.142316145225458,0,0,10.776688453159,25.0407795287958,"MMP2"
"Lipid and atherosclerosis","1/215",0.102467624562329,0.142316145225458,0,0,10.2679127725857,23.3924450080754,"SOD2"
"Coronavirus disease","1/232",0.110151531464129,0.144936225610696,0,0,9.5040885040885,20.9650526969189,"C7"
"Prion disease","1/273",0.128440306602792,0.16055038325349,0,0,8.0547385620915,16.5306676406533,"C7"
"Huntington disease","1/306",0.142914046894637,0.164379156402371,0,0,7.1712204007286,13.9516946278896,"SOD2"
"MicroRNAs in cancer","1/310",0.144653657634086,0.164379156402371,0,0,7.07695073714491,13.6826682850859,"TNXB"
"Human papillomavirus infection","1/331",0.153734588100893,0.167102813153144,0,0,6.61952861952862,12.3952501536682,"TNXB"
"PI3K-Akt signaling pathway","1/354",0.163580733072039,0.170396596950041,0,0,6.18098835379289,11.1903618987592,"TNXB"
"Pathways in cancer","1/531",0.23597056792882,0.23597056792882,0,0,4.07966457023061,5.89123225435831,"MMP2"
