"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Release Of Apoptotic Factors From Mitochondria R-HSA-111457","1/7",0.003495224297089,0.0367652219977336,0,0,370.074074074074,2093.27134911451,"SEPTIN4"
"SMAC, XIAP-regulated Apoptotic Response R-HSA-111469","1/8",0.00399364626134036,0.0367652219977336,0,0,317.190476190476,1751.8590547314,"SEPTIN4"
"Defective CHST14 Causes EDS, Musculocontractural Type R-HSA-3595174","1/8",0.00399364626134036,0.0367652219977336,0,0,317.190476190476,1751.8590547314,"CSPG4"
"Defective CHST3 Causes SEDCJD R-HSA-3595172","1/8",0.00399364626134036,0.0367652219977336,0,0,317.190476190476,1751.8590547314,"CSPG4"
"Defective CHSY1 Causes TPBS R-HSA-3595177","1/8",0.00399364626134036,0.0367652219977336,0,0,317.190476190476,1751.8590547314,"CSPG4"
"Dermatan Sulfate Biosynthesis R-HSA-2022923","1/11",0.00548756766902295,0.0367652219977336,0,0,222,1155.5699775562,"CSPG4"
"CS/DS Degradation R-HSA-2024101","1/14",0.00697947368021334,0.0367652219977336,0,0,170.74358974359,847.704661538015,"CSPG4"
"Metabolism Of Angiotensinogen To Angiotensins R-HSA-2022377","1/18",0.00896555009334736,0.0367652219977336,0,0,130.542483660131,615.425022203049,"ENPEP"
"Chondroitin Sulfate Biosynthesis R-HSA-2022870","1/20",0.0099572476243862,0.0367652219977336,0,0,116.789473684211,538.335775363175,"CSPG4"
"Defective B3GALT6 Causes EDSP2 And SEMDJL1 R-HSA-4420332","1/20",0.0099572476243862,0.0367652219977336,0,0,116.789473684211,538.335775363175,"CSPG4"
"Defective B3GAT3 Causes JDSSDHD R-HSA-3560801","1/20",0.0099572476243862,0.0367652219977336,0,0,116.789473684211,538.335775363175,"CSPG4"
"Defective B4GALT7 Causes EDS, Progeroid Type R-HSA-3560783","1/20",0.0099572476243862,0.0367652219977336,0,0,116.789473684211,538.335775363175,"CSPG4"
