"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"regulation of immune response (GO:0050776)","3/179",8.07745416161068e-05,0.00582807378420495,0,0,48.2483766233766,454.685402337051,"CD96;KLRK1;ITGAL"
"regulation of T cell differentiation (GO:0045580)","2/39",0.000165089798425088,0.00582807378420495,0,0,134.817567567568,1174.12902701043,"CD2;ZAP70"
"natural killer cell activation (GO:0030101)","2/43",0.000200968061524309,0.00582807378420495,0,0,121.640243902439,1035.44610131594,"CD2;KLRK1"
"T cell activation (GO:0042110)","2/92",0.000919529637153113,0.0188796685186463,0,0,55.2777777777778,386.482780067336,"CD2;ZAP70"
"cell-matrix adhesion (GO:0007160)","2/100",0.00108503842061186,0.0188796685186463,0,0,50.7448979591837,346.391771762865,"CD96;ITGAL"
"T cell extravasation (GO:0072683)","1/5",0.00249770786419674,0.0271625730231396,0,0,555.166666666667,3326.77064151216,"ITGAL"
"positive thymic T cell selection (GO:0045059)","1/5",0.00249770786419674,0.0271625730231396,0,0,555.166666666667,3326.77064151216,"ZAP70"
"membrane raft distribution (GO:0031580)","1/5",0.00249770786419674,0.0271625730231396,0,0,555.166666666667,3326.77064151216,"CD2"
"regulation of natural killer cell chemotaxis (GO:2000501)","1/7",0.003495224297089,0.031586111339692,0,0,370.074074074074,2093.27134911451,"KLRK1"
"cellular response to interleukin-21 (GO:0098757)","1/8",0.00399364626134036,0.031586111339692,0,0,317.190476190476,1751.8590547314,"STAT4"
"interleukin-21-mediated signaling pathway (GO:0038114)","1/8",0.00399364626134036,0.031586111339692,0,0,317.190476190476,1751.8590547314,"STAT4"
"interleukin-23-mediated signaling pathway (GO:0038155)","1/9",0.00449184410751083,0.0325658697794535,0,0,277.527777777778,1500.17416789664,"STAT4"
"interleukin-35-mediated signaling pathway (GO:0070757)","1/11",0.00548756766902295,0.0346497561222302,0,0,222,1155.5699775562,"STAT4"
"inflammatory response (GO:0006954)","2/230",0.00557582282426693,0.0346497561222302,0,0,21.6688596491228,112.446546660068,"CD96;ITGAL"
"T cell migration (GO:0072678)","1/18",0.00896555009334736,0.0432848450266586,0,0,130.542483660131,615.425022203049,"ZAP70"
"positive regulation of leukocyte activation (GO:0002696)","1/19",0.00946151051239574,0.0432848450266586,0,0,123.283950617284,574.567716360615,"CD2"
"positive regulation of natural killer cell mediated cytotoxicity (GO:0045954)","1/20",0.0099572476243862,0.0432848450266586,0,0,116.789473684211,538.335775363175,"KLRK1"
"positive regulation of lymphocyte differentiation (GO:0045621)","1/20",0.0099572476243862,0.0432848450266586,0,0,116.789473684211,538.335775363175,"ZAP70"
"regulation of lymphocyte differentiation (GO:0045619)","1/20",0.0099572476243862,0.0432848450266586,0,0,116.789473684211,538.335775363175,"CD2"
"natural killer cell mediated immunity (GO:0002228)","1/20",0.0099572476243862,0.0432848450266586,0,0,116.789473684211,538.335775363175,"KLRK1"
"natural killer cell mediated cytotoxicity (GO:0042267)","1/22",0.0109480522580433,0.0432848450266586,0,0,105.656084656085,476.99429568907,"KLRK1"
"positive regulation of natural killer cell mediated immunity (GO:0002717)","1/23",0.0114431199495764,0.0432848450266586,0,0,100.848484848485,450.82969906826,"KLRK1"
"negative regulation of GTPase activity (GO:0034260)","1/23",0.0114431199495764,0.0432848450266586,0,0,100.848484848485,450.82969906826,"KLRK1"
"receptor signaling pathway via STAT (GO:0097696)","1/25",0.0124325865055396,0.044647361117006,0,0,92.4351851851852,405.553302875665,"STAT4"
"receptor clustering (GO:0043113)","1/28",0.0139151155631478,0.044647361117006,0,0,82.1522633744856,351.182817850539,"ITGAL"
"T cell activation involved in immune response (GO:0002286)","1/28",0.0139151155631478,0.044647361117006,0,0,82.1522633744856,351.182817850539,"ITGAL"
"leukocyte cell-cell adhesion (GO:0007159)","1/28",0.0139151155631478,0.044647361117006,0,0,82.1522633744856,351.182817850539,"ITGAL"
"regulation of natural killer cell mediated cytotoxicity (GO:0042269)","1/30",0.0149023554252654,0.044647361117006,0,0,76.4789272030651,321.688416559315,"KLRK1"
"heterotypic cell-cell adhesion (GO:0034113)","1/30",0.0149023554252654,0.044647361117006,0,0,76.4789272030651,321.688416559315,"CD2"
"receptor signaling pathway via JAK-STAT (GO:0007259)","1/31",0.0153956417644848,0.044647361117006,0,0,73.9259259259259,308.542479281304,"STAT4"
"response to peptide (GO:1901652)","1/39",0.0193339377497967,0.0491913993976565,0,0,58.3391812865497,230.20018425525,"STAT4"
"lymphocyte migration (GO:0072676)","1/40",0.019825226718581,0.0491913993976565,0,0,56.8404558404558,222.860063552568,"ZAP70"
"T cell differentiation (GO:0030217)","1/41",0.0203162941970357,0.0491913993976565,0,0,55.4166666666667,215.921734165782,"ZAP70"
"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)","1/42",0.0208071402680989,0.0491913993976565,0,0,54.0623306233062,209.35416251688,"ITGAL"
"positive regulation of leukocyte mediated cytotoxicity (GO:0001912)","1/43",0.0212977650246516,0.0491913993976565,0,0,52.7724867724868,203.129383176071,"KLRK1"
"positive regulation of T cell differentiation (GO:0045582)","1/43",0.0212977650246516,0.0491913993976565,0,0,52.7724867724868,203.129383176071,"ZAP70"
"interleukin-12-mediated signaling pathway (GO:0035722)","1/46",0.0227683122669265,0.0491913993976565,0,0,49.2469135802469,186.270812956763,"STAT4"
"neutrophil degranulation (GO:0043312)","2/481",0.0228573295023555,0.0491913993976565,0,0,10.1831941544885,38.4770305514311,"TBC1D10C;ITGAL"
"neutrophil activation involved in immune response (GO:0002283)","2/485",0.0232146575493646,0.0491913993976565,0,0,10.0967908902692,37.9939354415718,"TBC1D10C;ITGAL"
"regulation of T cell activation (GO:0050863)","1/47",0.0232580526351399,0.0491913993976565,0,0,48.1739130434783,181.187090155358,"CD2"
"neutrophil mediated immunity (GO:0002446)","2/488",0.0234842106288948,0.0491913993976565,0,0,10.0329218106996,37.6377734864398,"TBC1D10C;ITGAL"
"cellular response to interleukin-12 (GO:0071349)","1/48",0.0237475721230066,0.0491913993976565,0,0,47.1465721040189,176.341144039401,"STAT4"
"response to peptide hormone (GO:0043434)","1/52",0.0257034430516593,0.0520046405928921,0,0,43.4400871459695,159.039820378248,"STAT4"
"peptidyl-tyrosine modification (GO:0018212)","1/56",0.0276557869621033,0.0541492502084306,0,0,40.2727272727273,144.495334893691,"ZAP70"
"positive regulation of interferon-gamma production (GO:0032729)","1/57",0.0281433225032358,0.0541492502084306,0,0,39.5515873015873,141.216773601099,"CD2"
"negative regulation of hydrolase activity (GO:0051346)","1/58",0.0286306380412392,0.0541492502084306,0,0,38.8557504873294,138.065278498392,"KLRK1"
"positive regulation of interleukin-8 production (GO:0032757)","1/61",0.030091265543298,0.0557008532397219,0,0,36.9074074074074,129.305852202468,"CD2"
"regulation of cilium assembly (GO:1902017)","1/64",0.0315499162070124,0.05718422312521,0,0,35.1446208112875,121.466288289776,"TBC1D10C"
