"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Platelet activation","3/124",2.70397748041157e-05,0.0036233298237515,0,0,70.3742621015348,740.210678703515,"VWF;ADCY4;PIK3R3"
"Regulation of lipolysis in adipocytes","2/55",0.000329440573185292,0.0205183652276563,0,0,94.0424528301887,754.043161688492,"ADCY4;PIK3R3"
"Bile secretion","2/90",0.00088023911372697,0.0205183652276563,0,0,56.5397727272727,397.775222393035,"ADCY4;AQP1"
"Inflammatory mediator regulation of TRP channels","2/98",0.00104241196276039,0.0205183652276563,0,0,51.8072916666667,355.72016147665,"ADCY4;PIK3R3"
"Progesterone-mediated oocyte maturation","2/100",0.00108503842061186,0.0205183652276563,0,0,50.7448979591837,346.391771762865,"ADCY4;PIK3R3"
"Longevity regulating pathway","2/102",0.00112849543916276,0.0205183652276563,0,0,49.725,337.477110910056,"ADCY4;PIK3R3"
"Cholinergic synapse","2/113",0.0013822943268056,0.0205183652276563,0,0,44.7725225225225,294.782763086228,"ADCY4;PIK3R3"
"Glutamatergic synapse","2/114",0.00140660291011334,0.0205183652276563,0,0,44.3705357142857,291.362573251152,"ADCY4;SHANK3"
"Leukocyte transendothelial migration","2/114",0.00140660291011334,0.0205183652276563,0,0,44.3705357142857,291.362573251152,"CDH5;PIK3R3"
"Growth hormone synthesis, secretion and action","2/119",0.00153122128564599,0.0205183652276563,0,0,42.4636752136752,275.236363542272,"ADCY4;PIK3R3"
"Relaxin signaling pathway","2/129",0.00179576766180578,0.0214460441094704,0,0,39.1003937007874,247.205305958712,"ADCY4;PIK3R3"
"Estrogen signaling pathway","2/137",0.00202200890927347,0.0214460441094704,0,0,36.7685185185185,228.099525556336,"ADCY4;PIK3R3"
"Fluid shear stress and atherosclerosis","2/139",0.00208058636882922,0.0214460441094704,0,0,36.228102189781,223.712353699171,"CDH5;PIK3R3"
"Phospholipase D signaling pathway","2/148",0.00235411732832383,0.0225322658568138,0,0,33.9794520547945,205.629692867434,"ADCY4;PIK3R3"
"Neutrophil extracellular trap formation","2/189",0.00380292243681173,0.0328450203740644,0,0,26.4745989304813,147.516079916298,"VWF;PIK3R3"
"Chemokine signaling pathway","2/192",0.00392179347750023,0.0328450203740644,0,0,26.0526315789474,144.363003893136,"ADCY4;PIK3R3"
"Focal adhesion","2/201",0.00428877316762156,0.0338056237918405,0,0,24.8630653266332,135.547329816152,"VWF;PIK3R3"
"Rap1 signaling pathway","2/210",0.00467121076496709,0.0339622231522826,0,0,23.7764423076923,127.592401524381,"ADCY4;PIK3R3"
"cAMP signaling pathway","2/216",0.00493469872266425,0.0339622231522826,0,0,23.1028037383178,122.709702432398,"ADCY4;PIK3R3"
"Human T-cell leukemia virus 1 infection","2/219",0.00506898853019143,0.0339622231522826,0,0,22.7799539170507,120.383262984611,"ADCY4;PIK3R3"
"Human cytomegalovirus infection","2/225",0.00534263813763691,0.0340911195449212,0,0,22.1603139013453,115.943553781665,"ADCY4;PIK3R3"
"Coronavirus disease","2/232",0.00567040106890712,0.034537897419707,0,0,21.4782608695652,111.09620615968,"VWF;PIK3R3"
