"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"RET Signaling R-HSA-8853659","2/40",0.000173732455038494,0.0229326840650812,0,0,131.263157894737,1136.47564093123,"PIK3R3;SHANK3"
"GPCR Downstream Signaling R-HSA-388396","3/619",0.00300876027316657,0.0542648726181347,0,0,13.4791280148423,78.262879097987,"MCF2L;ADCY4;PIK3R3"
"RAC1 GTPase Cycle R-HSA-9013149","2/178",0.00338194005112275,0.0542648726181347,0,0,28.1448863636364,160.124863949184,"MCF2L;PIK3R3"
"Defective Factor VIII Causes Hemophilia A R-HSA-9662001","1/7",0.003495224297089,0.0542648726181347,0,0,370.074074074074,2093.27134911451,"VWF"
"Signaling By GPCR R-HSA-372790","3/689",0.00407466016477053,0.0542648726181347,0,0,12.0599750104123,66.3656557299379,"MCF2L;ADCY4;PIK3R3"
"Signal Transduction R-HSA-162582","5/2465",0.00417375107355306,0.0542648726181347,0,0,7.1260162601626,39.0430163086898,"CDH5;VWF;MCF2L;ADCY4;PIK3R3"
"GP1b-IX-V Activation Signaling R-HSA-430116","1/9",0.00449184410751083,0.0542648726181347,0,0,277.527777777778,1500.17416789664,"VWF"
"Adenylate Cyclase Activating Pathway R-HSA-170660","1/9",0.00449184410751083,0.0542648726181347,0,0,277.527777777778,1500.17416789664,"ADCY4"
"Platelet Adhesion To Exposed Collagen R-HSA-75892","1/12",0.00598509351248777,0.0542648726181347,0,0,201.808080808081,1032.95129457314,"VWF"
"Adenylate Cyclase Inhibitory Pathway R-HSA-170670","1/13",0.00648239549203707,0.0542648726181347,0,0,184.981481481481,932.059746399125,"ADCY4"
"Platelet Activation, Signaling And Aggregation R-HSA-76002","2/254",0.00675954960968691,0.0542648726181347,0,0,19.5813492063492,97.844066464504,"VWF;PIK3R3"
"p130Cas Linkage To MAPK Signaling For Integrins R-HSA-372708","1/15",0.00747632815644859,0.0542648726181347,0,0,158.539682539683,776.212425317664,"VWF"
"GRB2:SOS Provides Linkage To MAPK Signaling For Integrins R-HSA-354194","1/15",0.00747632815644859,0.0542648726181347,0,0,158.539682539683,776.212425317664,"VWF"
"Defects Of Contact Activation System (CAS) And Kallikrein/Kinin System (KKS) R-HSA-9651496","1/15",0.00747632815644859,0.0542648726181347,0,0,158.539682539683,776.212425317664,"VWF"
"Disease R-HSA-1643685","4/1736",0.00775018347912851,0.0542648726181347,0,0,7.02771362586605,34.1549606241176,"EGFL7;VWF;ADCY4;PIK3R3"
