"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"blood vessel endothelial cell migration (GO:0043534)","2/23",5.66072600264244e-05,0.0123026443449397,0,0,237.72619047619,2324.81316269744,"CDH5;PIK3R3"
"renal water homeostasis (GO:0003091)","2/31",0.000103819783501601,0.0123026443449397,0,0,172.077586206897,1578.44257716669,"ADCY4;AQP1"
"negative regulation of supramolecular fiber organization (GO:1902904)","2/72",0.000564473339396321,0.0286816413314444,0,0,71.1428571428571,532.121352469826,"CDH5;SHANK3"
"positive regulation of vasculature development (GO:1904018)","2/102",0.00112849543916276,0.0286816413314444,0,0,49.725,337.477110910056,"CDH5;AQP1"
"cell junction assembly (GO:0034329)","2/102",0.00112849543916276,0.0286816413314444,0,0,49.725,337.477110910056,"CDH5;SHANK3"
"positive regulation of cellular component organization (GO:0051130)","2/114",0.00140660291011334,0.0286816413314444,0,0,44.3705357142857,291.362573251152,"CDH5;SHANK3"
"positive regulation of angiogenesis (GO:0045766)","2/116",0.00145583567666277,0.0286816413314444,0,0,43.5877192982456,284.722618807131,"CDH5;AQP1"
"positive regulation of AMPA receptor activity (GO:2000969)","1/5",0.00249770786419674,0.0286816413314444,0,0,555.166666666667,3326.77064151216,"SHANK3"
"negative regulation of cell volume (GO:0045794)","1/5",0.00249770786419674,0.0286816413314444,0,0,555.166666666667,3326.77064151216,"SHANK3"
"cellular response to salt stress (GO:0071472)","1/5",0.00249770786419674,0.0286816413314444,0,0,555.166666666667,3326.77064151216,"AQP1"
"regulation of synapse structural plasticity (GO:0051823)","1/5",0.00249770786419674,0.0286816413314444,0,0,555.166666666667,3326.77064151216,"SHANK3"
"carbon dioxide transport (GO:0015670)","1/5",0.00249770786419674,0.0286816413314444,0,0,555.166666666667,3326.77064151216,"AQP1"
"response to salt stress (GO:0009651)","1/5",0.00249770786419674,0.0286816413314444,0,0,555.166666666667,3326.77064151216,"AQP1"
"regulation of glutamate receptor signaling pathway (GO:1900449)","1/6",0.00299657817287215,0.0286816413314444,0,0,444.111111111111,2580.41179429264,"SHANK3"
"regulation of saliva secretion (GO:0046877)","1/6",0.00299657817287215,0.0286816413314444,0,0,444.111111111111,2580.41179429264,"AQP1"
"cellular water homeostasis (GO:0009992)","1/6",0.00299657817287215,0.0286816413314444,0,0,444.111111111111,2580.41179429264,"AQP1"
"neurotransmitter-gated ion channel clustering (GO:0072578)","1/6",0.00299657817287215,0.0286816413314444,0,0,444.111111111111,2580.41179429264,"SHANK3"
"positive regulation of endothelial cell development (GO:1901552)","1/6",0.00299657817287215,0.0286816413314444,0,0,444.111111111111,2580.41179429264,"CDH5"
"positive regulation of establishment of endothelial barrier (GO:1903142)","1/6",0.00299657817287215,0.0286816413314444,0,0,444.111111111111,2580.41179429264,"CDH5"
"postsynaptic density assembly (GO:0097107)","1/6",0.00299657817287215,0.0286816413314444,0,0,444.111111111111,2580.41179429264,"SHANK3"
"vocal learning (GO:0042297)","1/6",0.00299657817287215,0.0286816413314444,0,0,444.111111111111,2580.41179429264,"SHANK3"
"imitative learning (GO:0098596)","1/6",0.00299657817287215,0.0286816413314444,0,0,444.111111111111,2580.41179429264,"SHANK3"
"cellular hyperosmotic response (GO:0071474)","1/6",0.00299657817287215,0.0286816413314444,0,0,444.111111111111,2580.41179429264,"AQP1"
