"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"muscle contraction (GO:0006936)","4/129",3.36587985012655e-07,2.79368027560503e-05,0,0,105.946666666667,1579.07216093678,"DES;LMOD1;MYH11;SORBS1"
"supramolecular fiber organization (GO:0097435)","3/351",0.000586822991411801,0.0149363444247688,0,0,24.1896551724138,179.990079759314,"DES;LMOD1;MYH11"
"actomyosin structure organization (GO:0031032)","2/76",0.000628730143298291,0.0149363444247688,0,0,67.2837837837838,496.003163711321,"LMOD1;SORBS1"
"positive regulation of cytoskeleton organization (GO:0051495)","2/82",0.000731464916785489,0.0149363444247688,0,0,62.21875,449.248076466004,"SYNPO2;LMOD1"
"positive regulation of supramolecular fiber organization (GO:1902905)","2/91",0.000899779784624623,0.0149363444247688,0,0,55.9016853932584,392.058672686185,"SYNPO2;LMOD1"
"response to denervation involved in regulation of muscle adaptation (GO:0014894)","1/5",0.00249770786419674,0.0344741798325129,0,0,555.166666666667,3326.77064151216,"FBXO32"
"skeletal myofibril assembly (GO:0014866)","1/8",0.00399364626134036,0.0344741798325129,0,0,317.190476190476,1751.8590547314,"MYH11"
"elastic fiber assembly (GO:0048251)","1/8",0.00399364626134036,0.0344741798325129,0,0,317.190476190476,1751.8590547314,"MYH11"
"ionotropic glutamate receptor signaling pathway (GO:0035235)","1/10",0.00498981788934786,0.0344741798325129,0,0,246.679012345679,1307.48654986014,"GRIA2"
"cardiac cell development (GO:0055006)","1/13",0.00648239549203707,0.0344741798325129,0,0,184.981481481481,932.059746399125,"MYH11"
"positive regulation of insulin receptor signaling pathway (GO:0046628)","1/13",0.00648239549203707,0.0344741798325129,0,0,184.981481481481,932.059746399125,"SORBS1"
"positive regulation of cellular response to insulin stimulus (GO:1900078)","1/14",0.00697947368021334,0.0344741798325129,0,0,170.74358974359,847.704661538015,"SORBS1"
"smooth muscle contraction (GO:0006939)","1/14",0.00697947368021334,0.0344741798325129,0,0,170.74358974359,847.704661538015,"MYH11"
"positive regulation of glycogen biosynthetic process (GO:0045725)","1/14",0.00697947368021334,0.0344741798325129,0,0,170.74358974359,847.704661538015,"SORBS1"
"striated muscle cell development (GO:0055002)","1/14",0.00697947368021334,0.0344741798325129,0,0,170.74358974359,847.704661538015,"LMOD1"
"positive regulation of glycogen metabolic process (GO:0070875)","1/15",0.00747632815644859,0.0344741798325129,0,0,158.539682539683,776.212425317664,"SORBS1"
"contractile actin filament bundle assembly (GO:0030038)","1/15",0.00747632815644859,0.0344741798325129,0,0,158.539682539683,776.212425317664,"SORBS1"
"stress fiber assembly (GO:0043149)","1/15",0.00747632815644859,0.0344741798325129,0,0,158.539682539683,776.212425317664,"SORBS1"
"negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706)","1/17",0.00846936628057759,0.0346109612911183,0,0,138.708333333333,661.819014297417,"CNN1"
