"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825","2/104",0.00117278165192452,0.0377157555900338,0,0,48.7450980392157,328.950292213171,"DAB2;TFRC"
"Clathrin-mediated Endocytosis R-HSA-8856828","2/142",0.0021699599734574,0.0377157555900338,0,0,35.4464285714286,217.394596708344,"DAB2;TFRC"
"Vesicle-mediated Transport R-HSA-5653656","3/637",0.00326371951921403,0.0377157555900338,0,0,13.0842721946823,74.9059899607107,"DAB2;CD163;TFRC"
"Formation Of Annular Gap Junctions R-HSA-196025","1/9",0.00449184410751083,0.0377157555900338,0,0,277.527777777778,1500.17416789664,"DAB2"
"CD163 Mediating An Anti-Inflammatory Response R-HSA-9662834","1/9",0.00449184410751083,0.0377157555900338,0,0,277.527777777778,1500.17416789664,"CD163"
"Gap Junction Degradation R-HSA-190873","1/10",0.00498981788934786,0.0377157555900338,0,0,246.679012345679,1307.48654986014,"DAB2"
"Scavenging Of Heme From Plasma R-HSA-2168880","1/12",0.00598509351248777,0.0377157555900338,0,0,201.808080808081,1032.95129457314,"CD163"
"Butyrophilin (BTN) Family Interactions R-HSA-8851680","1/12",0.00598509351248777,0.0377157555900338,0,0,201.808080808081,1032.95129457314,"CD209"
"Hyaluronan Uptake And Degradation R-HSA-2160916","1/12",0.00598509351248777,0.0377157555900338,0,0,201.808080808081,1032.95129457314,"LYVE1"
"Vitamin D (Calciferol) Metabolism R-HSA-196791","1/12",0.00598509351248777,0.0377157555900338,0,0,201.808080808081,1032.95129457314,"LGMN"
"Trafficking And Processing Of Endosomal TLR R-HSA-1679131","1/13",0.00648239549203707,0.0377157555900338,0,0,184.981481481481,932.059746399125,"LGMN"
"Hyaluronan Metabolism R-HSA-2142845","1/16",0.00797295899684864,0.0425224479831927,0,0,147.962962962963,714.912587220804,"LYVE1"
"CD209 (DC-SIGN) Signaling R-HSA-5621575","1/20",0.0099572476243862,0.0474705069137987,0,0,116.789473684211,538.335775363175,"CD209"
"Common Pathway Of Fibrin Clot Formation R-HSA-140875","1/22",0.0109480522580433,0.0474705069137987,0,0,105.656084656085,476.99429568907,"F13A1"
"Immune System R-HSA-168256","4/1943",0.0115425197403817,0.0474705069137987,0,0,6.20629190304281,27.6907223939015,"CD209;FGL2;F13A1;LGMN"
"Gap Junction Trafficking R-HSA-190828","1/25",0.0124325865055396,0.0474705069137987,0,0,92.4351851851852,405.553302875665,"DAB2"
"Innate Immune System R-HSA-168249","3/1035",0.0126093533989778,0.0474705069137987,0,0,7.87292358803987,34.4307858999354,"CD209;FGL2;LGMN"
"Gap Junction Trafficking And Regulation R-HSA-157858","1/27",0.0134211618656948,0.0477196866335816,0,0,85.3162393162393,367.791701998077,"DAB2"
"Transferrin Endocytosis And Recycling R-HSA-917977","1/31",0.0153956417644848,0.0518590038382647,0,0,73.9259259259259,308.542479281304,"TFRC"
"RHOH GTPase Cycle R-HSA-9013407","1/36",0.0178587410119325,0.0559259275678161,0,0,63.3492063492063,254.997165595292,"TFRC"
"Formation Of Fibrin Clot (Clotting Cascade) R-HSA-140877","1/37",0.0183506949831896,0.0559259275678161,0,0,61.5864197530864,246.227915397722,"F13A1"
"Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782","1/41",0.0203162941970357,0.0567940400657376,0,0,55.4166666666667,215.921734165782,"CD163"
"RND1 GTPase Cycle R-HSA-9696273","1/42",0.0208071402680989,0.0567940400657376,0,0,54.0623306233062,209.35416251688,"TFRC"
"RND2 GTPase Cycle R-HSA-9696270","1/43",0.0212977650246516,0.0567940400657376,0,0,52.7724867724868,203.129383176071,"TFRC"
"RHOJ GTPase Cycle R-HSA-9013409","1/54",0.026680055532624,0.0665548198197575,0,0,41.7966457023061,151.464313783153,"TFRC"
"Golgi Associated Vesicle Biogenesis R-HSA-432722","1/55",0.0271680313352526,0.0665548198197575,0,0,41.0205761316872,147.908478586671,"TFRC"
"Iron Uptake And Transport R-HSA-917937","1/59",0.0291177336711439,0.0665548198197575,0,0,38.183908045977,135.033873528638,"TFRC"
"RHOQ GTPase Cycle R-HSA-9013406","1/59",0.0291177336711439,0.0665548198197575,0,0,38.183908045977,135.033873528638,"TFRC"
"RHOB GTPase Cycle R-HSA-9013026","1/69",0.033976614095502,0.0705897470138833,0,0,32.5522875816993,110.094532313003,"TFRC"
"Membrane Trafficking R-HSA-199991","2/599",0.0343619704365591,0.0705897470138833,0,0,8.12102177554439,27.3743794799143,"DAB2;TFRC"
"trans-Golgi Network Vesicle Budding R-HSA-199992","1/71",0.0349457600054769,0.0705897470138833,0,0,31.6190476190476,106.048961940834,"TFRC"
"RHOC GTPase Cycle R-HSA-9013106","1/73",0.0359140308301435,0.0705897470138833,0,0,30.7376543209877,102.252717817303,"TFRC"
"RHOG GTPase Cycle R-HSA-9013408","1/74",0.0363978383040336,0.0705897470138833,0,0,30.3150684931507,100.4412761917,"TFRC"
"RAC2 GTPase Cycle R-HSA-9013404","1/87",0.0426674828826635,0.0803152618967784,0,0,25.7157622739018,81.115696295005,"TFRC"
"RAC3 GTPase Cycle R-HSA-9013423","1/93",0.0455487630468528,0.0832891667142451,0,0,24.0314009661836,74.2323201774775,"TFRC"
"Adaptive Immune System R-HSA-1280218","2/733",0.0496612344620952,0.0878890342538876,0,0,6.58652530779754,19.776244053942,"CD209;LGMN"
"MHC Class II Antigen Presentation R-HSA-2132295","1/104",0.0508108479280287,0.0878890342538876,0,0,21.453074433657,63.9225546658949,"LGMN"
"Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807","1/107",0.0522414233078483,0.0879855550447971,0,0,20.8427672955975,61.5253385208774,"F13A1"
"Glycosaminoglycan Metabolism R-HSA-1630316","1/120",0.0584181871042884,0.0958657429403708,0,0,18.5536881419234,52.6948494662401,"LYVE1"
"Platelet Degranulation R-HSA-114608","1/125",0.0607842020747779,0.0972547233196446,0,0,17.8010752688172,49.8505825836944,"F13A1"
"Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005","1/130",0.0631448649915912,0.0985675941332155,0,0,17.1068044788975,47.2545322636978,"F13A1"
"C-type Lectin Receptors (CLRs) R-HSA-5621481","1/141",0.0683195372380126,0.104105961505543,0,0,15.7539682539683,42.2767112174724,"CD209"
"RHOA GTPase Cycle R-HSA-8980692","1/147",0.07113123037086,0.104824382475264,0,0,15.1019786910198,39.9179849057259,"TFRC"
"CDC42 GTPase Cycle R-HSA-9013148","1/149",0.0720667629517442,0.104824382475264,0,0,14.8963963963964,39.1799406007792,"TFRC"
"Metabolism Of Steroids R-HSA-8957322","1/153",0.0739352845331792,0.10515240466941,0,0,14.5014619883041,37.770001818957,"LGMN"
"Toll-like Receptor Cascades R-HSA-168898","1/162",0.0781270830081257,0.10828330161713,0,0,13.6846100759144,34.8877982129325,"LGMN"
"Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851","1/165",0.0795205496250797,0.10828330161713,0,0,13.4322493224932,34.0069602787413,"CD163"
"RAC1 GTPase Cycle R-HSA-9013149","1/178",0.0855370257686186,0.114049367691491,0,0,12.4375392341494,30.5814954331455,"TFRC"
"Leishmania Infection R-HSA-9658195","1/247",0.116882227629419,0.152662501393527,0,0,8.91779584462511,19.1428375827684,"CD163"
"Platelet Activation, Signaling And Aggregation R-HSA-76002","1/254",0.120007510110838,0.153609612941872,0,0,8.66798418972332,18.3778683474538,"F13A1"
"Metabolism Of Carbohydrates R-HSA-71387","1/285",0.133728739549779,0.167816457474233,0,0,7.70970266040689,15.5114735297316,"LYVE1"
"RHO GTPase Cycle R-HSA-9012999","1/441",0.199899212243296,0.246029799684056,0,0,4.93686868686869,7.94807214003587,"TFRC"
"Signaling By Interleukins R-HSA-449147","1/453",0.204795643403638,0.247300399581752,0,0,4.80285152409046,7.6160865441258,"F13A1"
"Neutrophil Degranulation R-HSA-6798695","1/468",0.210878250119569,0.24992977791949,0,0,4.64501546514394,7.22984731394739,"FGL2"
"Hemostasis R-HSA-109582","1/576",0.253451514028434,0.294925398142178,0,0,3.75169082125604,5.1495060685905,"F13A1"
"Metabolism R-HSA-1430728","2/2049",0.273396567601958,0.312453220116523,0,0,2.19137762579384,2.84184843037409,"LYVE1;LGMN"
