"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"defense response to symbiont (GO:0140546)","7/124",3.50446873183896e-14,4.59876509557977e-12,0,0,396.327635327635,12279.0831850873,"DDX58;OAS2;MX1;IFI6;ISG15;IFIT1;IFI44L"
"defense response to virus (GO:0051607)","7/133",5.78461018311921e-14,4.59876509557977e-12,0,0,367.851851851852,11212.4887382925,"DDX58;OAS2;MX1;IFI6;ISG15;IFIT1;IFI44L"
"type I interferon signaling pathway (GO:0060337)","5/65",7.71035063842553e-11,3.06486437877415e-09,0,0,332.166666666667,7734.79060158179,"OAS2;MX1;IFI6;ISG15;IFIT1"
"cellular response to type I interferon (GO:0071357)","5/65",7.71035063842553e-11,3.06486437877415e-09,0,0,332.166666666667,7734.79060158179,"OAS2;MX1;IFI6;ISG15;IFIT1"
"response to type I interferon (GO:0034340)","3/9",7.54797103981255e-09,2.40025479066039e-07,0,0,1427.42857142857,26695.7506523047,"MX1;ISG15;IFIT1"
"negative regulation of viral genome replication (GO:0045071)","4/54",9.84430229513019e-09,2.6087401082095e-07,0,0,265.866666666667,4901.61703395559,"OAS2;MX1;ISG15;IFIT1"
"regulation of viral genome replication (GO:0045069)","4/67",2.37849678576826e-08,5.40258555624504e-07,0,0,210.867724867725,3701.61675860721,"OAS2;MX1;ISG15;IFIT1"
"negative regulation of viral process (GO:0048525)","4/70",2.84321174258916e-08,5.65088333839596e-07,0,0,201.252525252525,3496.91284828826,"OAS2;MX1;ISG15;IFIT1"
"antiviral innate immune response (GO:0140374)","3/14",3.2665772155654e-08,5.77095308083221e-07,0,0,778.402597402597,13417.2773340602,"DDX58;MX1;IFIT1"
"innate immune response (GO:0045087)","5/302",1.79874756261963e-07,2.86000862456521e-06,0,0,66.3063973063973,1029.80498987339,"DDX58;MX1;IFI6;ISG15;IFIT1"
"positive regulation of interferon-beta production (GO:0032728)","3/36",6.37087514306827e-07,9.20881043407141e-06,0,0,259.181818181818,3697.58081409906,"DDX58;OAS2;ISG15"
"regulation of interferon-beta production (GO:0032648)","3/49",1.63834901283776e-06,2.17081244201003e-05,0,0,185.813664596273,2475.3764762266,"DDX58;OAS2;ISG15"
"cytokine-mediated signaling pathway (GO:0019221)","5/621",6.28767585523866e-06,7.33357616720241e-05,0,0,31.4512987012987,376.689658685658,"OAS2;MX1;IFI6;ISG15;IFIT1"
"positive regulation of type I interferon production (GO:0032481)","3/77",6.457236876782e-06,7.33357616720241e-05,0,0,115.343629343629,1378.3920187266,"DDX58;OAS2;ISG15"
"cellular response to exogenous dsRNA (GO:0071360)","2/15",2.35431191602836e-05,0.000233959746655319,0,0,384.173076923077,4094.00837758496,"DDX58;IFIT1"
"interleukin-27-mediated signaling pathway (GO:0070106)","2/15",2.35431191602836e-05,0.000233959746655319,0,0,384.173076923077,4094.00837758496,"OAS2;MX1"
"cellular response to dsRNA (GO:0071359)","2/18",3.42783740696179e-05,0.000320603616298191,0,0,312.09375,3208.63456299034,"DDX58;IFIT1"
"response to exogenous dsRNA (GO:0043330)","2/35",0.000132703271047459,0.00111051684718663,0,0,151.189393939394,1349.72743451632,"DDX58;IFIT1"
"cellular response to virus (GO:0098586)","2/35",0.000132703271047459,0.00111051684718663,0,0,151.189393939394,1349.72743451632,"DDX58;IFI6"
