"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"positive regulation of amyloid-beta clearance (GO:1900223)","2/7",4.71859981396871e-06,0.00135990813136299,0,0,999.25,12254.8004531199,"TREM2;APOE"
"lipoprotein metabolic process (GO:0042157)","2/9",8.0847637609619e-06,0.00135990813136299,0,0,713.678571428571,8368.25898920959,"OLR1;APOE"
"positive regulation of transport (GO:0051050)","3/91",1.06845957262146e-05,0.00135990813136299,0,0,96.9253246753247,1109.47584143855,"SLC11A1;TREM2;APOE"
"negative regulation of amyloid fibril formation (GO:1905907)","2/12",1.48103080329583e-05,0.00135990813136299,0,0,499.5,5554.53347189279,"TREM2;APOE"
"positive regulation of lipid transport (GO:0032370)","2/13",1.7498453715231e-05,0.00135990813136299,0,0,454.068181818182,4973.58953278468,"SPP1;APOE"
"negative regulation of cell activation (GO:0050866)","2/14",2.04094503025842e-05,0.00135990813136299,0,0,416.208333333333,4494.8471043704,"TREM2;APOE"
"regulation of amyloid fibril formation (GO:1905906)","2/15",2.35431191602836e-05,0.00135990813136299,0,0,384.173076923077,4094.00837758496,"TREM2;APOE"
"regulation of amyloid-beta clearance (GO:1900221)","2/16",2.6899281719268e-05,0.00135990813136299,0,0,356.714285714286,3753.85102872522,"TREM2;APOE"
"regulation of cholesterol storage (GO:0010885)","2/16",2.6899281719268e-05,0.00135990813136299,0,0,356.714285714286,3753.85102872522,"MSR1;TREM2"
"positive regulation of cholesterol efflux (GO:0010875)","2/23",5.66072600264244e-05,0.00257563033120231,0,0,237.72619047619,2324.81316269744,"TREM2;APOE"
"transition metal ion homeostasis (GO:0055076)","2/29",9.06952185550059e-05,0.00375148404022979,0,0,184.842592592593,1720.51594600487,"SLC11A1;HMOX1"
"positive regulation of cholesterol transport (GO:0032376)","2/33",0.00011782293987729,0.00412380289570516,0,0,160.959677419355,1456.09396748171,"TREM2;APOE"
"regulation of cholesterol efflux (GO:0010874)","2/33",0.00011782293987729,0.00412380289570516,0,0,160.959677419355,1456.09396748171,"TREM2;APOE"
"negative regulation of inflammatory response (GO:0050728)","3/212",0.00013337928306103,0.00426098202448956,0,0,40.5625427204375,361.911732079031,"FCGR3A;TREM2;APOE"
"macrophage activation (GO:0042116)","2/36",0.000140471934873282,0.00426098202448956,0,0,146.735294117647,1301.61584333604,"SLC11A1;TREM2"
"regulation of chemokine production (GO:0032642)","2/42",0.000191671762852463,0.00545066575611693,0,0,124.6875,1067.2908627312,"HMOX1;TREM2"
"positive regulation of endocytosis (GO:0045807)","2/48",0.0002507089602671,0.00671015158361944,0,0,108.391304347826,898.695913322854,"TREM2;APOE"
"cholesterol transport (GO:0030301)","2/51",0.000283154694710032,0.00688015321470461,0,0,101.739795918367,831.165011178794,"MSR1;APOE"
"negative regulation of protein metabolic process (GO:0051248)","2/52",0.000294402418596044,0.00688015321470461,0,0,99.7,810.617126693607,"TREM2;APOE"
"positive regulation of phagocytosis (GO:0050766)","2/53",0.000305866089765325,0.00688015321470461,0,0,97.7401960784314,790.949162674527,"SLC11A1;TREM2"
"regulation of proteasomal protein catabolic process (GO:0061136)","2/54",0.000317545532986367,0.00688015321470461,0,0,95.8557692307692,772.107613652166,"TREM2;APOE"
"cellular iron ion homeostasis (GO:0006879)","2/58",0.000366417525519015,0.0069009523148945,0,0,88.9910714285714,704.073960914209,"SLC11A1;HMOX1"
"regulation of phagocytosis (GO:0050764)","2/58",0.000366417525519015,0.0069009523148945,0,0,88.9910714285714,704.073960914209,"SLC11A1;TREM2"
"innate immune response (GO:0045087)","3/302",0.000378118382965289,0.0069009523148945,0,0,28.2240802675585,222.414310865971,"SLC11A1;CLEC5A;TREM2"
"response to reactive oxygen species (GO:0000302)","2/59",0.000379173204115083,0.0069009523148945,0,0,87.4254385964912,688.69541849664,"HMOX1;APOE"
"iron ion homeostasis (GO:0055072)","2/61",0.000405328554792296,0.00709324970886519,0,0,84.4533898305085,659.649599149278,"SLC11A1;HMOX1"
"lipid homeostasis (GO:0055088)","2/64",0.000446168947579222,0.00741312895622199,0,0,80.3548387096774,619.922543960044,"TREM2;APOE"
"negative regulation of gene expression (GO:0010629)","3/322",0.000456192551152122,0.00741312895622199,0,0,26.4276757725034,203.297421738884,"MSR1;SLC11A1;APOE"
"wound healing (GO:0042060)","2/70",0.000533619006667473,0.00824999293179458,0,0,73.2426470588235,551.944023042115,"SLC11A1;HMOX1"
"positive regulation of multicellular organismal process (GO:0051240)","3/345",0.000558042785454255,0.00824999293179458,0,0,24.6215538847118,184.441904848434,"SLC11A1;TREM2;APOE"
"negative regulation of supramolecular fiber organization (GO:1902904)","2/72",0.000564473339396321,0.00824999293179458,0,0,71.1428571428571,532.121352469826,"TREM2;APOE"
"defense response to Gram-negative bacterium (GO:0050829)","2/73",0.000580219283115224,0.00824999293179458,0,0,70.137323943662,522.670663979618,"SLC11A1;TREM2"
"regulation of defense response (GO:0031347)","2/83",0.000749325943468871,0.0103316152811617,0,0,61.4475308641975,442.197109044579,"TREM2;APOE"
"cellular transition metal ion homeostasis (GO:0046916)","2/96",0.00100061743308299,0.0133906156486106,0,0,52.9148936170213,365.490474395909,"SLC11A1;HMOX1"
"regulation of neuron apoptotic process (GO:0043523)","2/98",0.00104241196276039,0.0135513555158851,0,0,51.8072916666667,355.72016147665,"TREM2;APOE"
"regulation of gene expression (GO:0010468)","4/1079",0.00136106644245707,0.0165154030090764,0,0,11.7302325581395,77.4135141970247,"MSR1;SLC11A1;TREM2;APOE"
"positive regulation of cellular component organization (GO:0051130)","2/114",0.00140660291011334,0.0165154030090764,0,0,44.3705357142857,291.362573251152,"TREM2;APOE"
"response to lipid (GO:0033993)","2/114",0.00140660291011334,0.0165154030090764,0,0,44.3705357142857,291.362573251152,"SLC11A1;SPP1"
"neutrophil degranulation (GO:0043312)","3/481",0.00146241453811413,0.0165154030090764,0,0,17.4943215780036,114.197095436194,"SLC11A1;CLEC5A;OLR1"
"negative regulation of apoptotic process (GO:0043066)","3/485",0.00149769014178469,0.0165154030090764,0,0,17.3455838767042,112.812750696181,"CLEC5A;TREM2;APOE"
"neutrophil activation involved in immune response (GO:0002283)","3/485",0.00149769014178469,0.0165154030090764,0,0,17.3455838767042,112.812750696181,"SLC11A1;CLEC5A;OLR1"
"neutrophil mediated immunity (GO:0002446)","3/488",0.00152449873929936,0.0165154030090764,0,0,17.2356406480118,111.791909875204,"SLC11A1;CLEC5A;OLR1"
"regulation of protein secretion (GO:0050708)","2/125",0.00168750700373321,0.0178561787604328,0,0,40.380081300813,257.806749594164,"TREM2;APOE"
"negative regulation of inflammatory response to antigenic stimulus (GO:0002862)","2/136",0.00199302216464295,0.0179279742887494,0,0,37.044776119403,230.348237840605,"FCGR3A;TREM2"
"regulation of inflammatory response to antigenic stimulus (GO:0002861)","2/137",0.00202200890927347,0.0179279742887494,0,0,36.7685185185185,228.099525556336,"FCGR3A;TREM2"
"receptor-mediated endocytosis (GO:0006898)","2/143",0.00220015248317079,0.0179279742887494,0,0,35.1932624113475,215.355618243914,"MSR1;APOE"
"regulation of cytokine production (GO:0001817)","2/150",0.00241710122513065,0.0179279742887494,0,0,33.5168918918919,201.945517766958,"SLC11A1;TREM2"
"negative regulation of cholesterol biosynthetic process (GO:0045541)","1/5",0.00249770786419674,0.0179279742887494,0,0,555.166666666667,3326.77064151216,"APOE"
"negative regulation of cholesterol metabolic process (GO:0090206)","1/5",0.00249770786419674,0.0179279742887494,0,0,555.166666666667,3326.77064151216,"APOE"
