"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"positive regulation of epithelial cell differentiation involved in kidney development (GO:2000698)","2/6",3.37131416818405e-06,0.000703862137173895,0,0,1249.125,15739.2347289743,"PAX8;CD24"
"regulation of nephron tubule epithelial cell differentiation (GO:0072182)","2/9",8.0847637609619e-06,0.000703862137173895,0,0,713.678571428571,8368.25898920959,"PAX8;CD24"
"negative regulation of transcription by competitive promoter binding (GO:0010944)","2/10",1.0103284265654e-05,0.000703862137173895,0,0,624.4375,7182.68601696673,"MUC1;BHLHE41"
"negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)","2/26",7.26588324594917e-05,0.00379642399600844,0,0,207.979166666667,1981.98646860958,"MUC1;CLU"
"nephron tubule formation (GO:0072079)","1/5",0.00249770786419674,0.0305093791246328,0,0,555.166666666667,3326.77064151216,"PAX8"
"metanephric distal tubule development (GO:0072235)","1/5",0.00249770786419674,0.0305093791246328,0,0,555.166666666667,3326.77064151216,"PAX8"
"metanephric epithelium development (GO:0072207)","1/5",0.00249770786419674,0.0305093791246328,0,0,555.166666666667,3326.77064151216,"PAX8"
"metanephric nephron tubule morphogenesis (GO:0072282)","1/5",0.00249770786419674,0.0305093791246328,0,0,555.166666666667,3326.77064151216,"PAX8"
"metanephric renal vesicle morphogenesis (GO:0072283)","1/5",0.00249770786419674,0.0305093791246328,0,0,555.166666666667,3326.77064151216,"PAX8"
"glomerular epithelial cell differentiation (GO:0072311)","1/6",0.00299657817287215,0.0305093791246328,0,0,444.111111111111,2580.41179429264,"CD24"
"mesenchymal to epithelial transition involved in metanephros morphogenesis (GO:0003337)","1/6",0.00299657817287215,0.0305093791246328,0,0,444.111111111111,2580.41179429264,"PAX8"
"positive regulation of tau-protein kinase activity (GO:1902949)","1/6",0.00299657817287215,0.0305093791246328,0,0,444.111111111111,2580.41179429264,"CLU"
"renal filtration cell differentiation (GO:0061318)","1/6",0.00299657817287215,0.0305093791246328,0,0,444.111111111111,2580.41179429264,"CD24"
"response to gonadotropin (GO:0034698)","1/6",0.00299657817287215,0.0305093791246328,0,0,444.111111111111,2580.41179429264,"PAX8"
