"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Protein digestion and absorption","4/103",1.36018557474234e-07,2.17629691958775e-06,0,0,133.946127946128,2117.75184140489,"COL1A1;COL1A2;COL11A1;COL8A1"
"ECM-receptor interaction","2/88",0.000841786004196978,0.00451398175665104,0,0,57.8604651162791,409.651209367184,"COL1A1;COL1A2"
"AGE-RAGE signaling pathway in diabetic complications","2/100",0.00108503842061186,0.00451398175665104,0,0,50.7448979591837,346.391771762865,"COL1A1;COL1A2"
"Amoebiasis","2/102",0.00112849543916276,0.00451398175665104,0,0,49.725,337.477110910056,"COL1A1;COL1A2"
"Platelet activation","2/124",0.00166094990874601,0.00478871376481541,0,0,40.7131147540984,260.578819389044,"COL1A1;COL1A2"
"Relaxin signaling pathway","2/129",0.00179576766180578,0.00478871376481541,0,0,39.1003937007874,247.205305958712,"COL1A1;COL1A2"
"Focal adhesion","2/201",0.00428877316762156,0.007923278331446,0,0,24.8630653266332,135.547329816152,"COL1A1;COL1A2"
"Diabetic cardiomyopathy","2/203",0.00437242758627431,0.007923278331446,0,0,24.613184079602,133.709569725256,"COL1A1;COL1A2"
"Proteoglycans in cancer","2/205",0.00445684406143837,0.007923278331446,0,0,24.3682266009852,131.912871302828,"COL1A1;COL1A2"
"Human papillomavirus infection","2/331",0.0112558397824496,0.0180093436519194,0,0,14.9399696048632,67.0336744280322,"COL1A1;COL1A2"
"PI3K-Akt signaling pathway","2/354",0.012798139903831,0.0186154762237542,0,0,13.9474431818182,60.7893095907748,"COL1A1;COL1A2"
"TGF-beta signaling pathway","1/94",0.0460282169261212,0.0613709559014949,0,0,23.7718040621266,73.1815144736218,"INHBA"
"Signaling pathways regulating pluripotency of stem cells","1/143",0.0692576181978487,0.0852401454742754,0,0,15.5305164319249,41.4652695101873,"INHBA"
"Hippo signaling pathway","1/163",0.0785917826774275,0.0853169248758508,0,0,13.599451303155,34.5900429790609,"NKD2"
"Wnt signaling pathway","1/166",0.0799846170711101,0.0853169248758508,0,0,13.3501683501683,33.7214699138248,"NKD2"
"Cytokine-cytokine receptor interaction","1/295",0.138113686493952,0.138113686493952,0,0,7.44368858654573,14.7361074105084,"INHBA"
