"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"epidermis development (GO:0008544)","2/83",0.000749325943468871,0.0419505079889615,0,0,61.4475308641975,442.197109044579,"KRT15;KRT5"
"regulation of extracellular exosome assembly (GO:1903551)","1/6",0.00299657817287215,0.0419505079889615,0,0,444.111111111111,2580.41179429264,"SDC1"
"glycerol transport (GO:0015793)","1/7",0.003495224297089,0.0419505079889615,0,0,370.074074074074,2093.27134911451,"AQP3"
"mammary gland epithelial cell differentiation (GO:0060644)","1/8",0.00399364626134036,0.0419505079889615,0,0,317.190476190476,1751.8590547314,"IRF6"
"response to vitamin (GO:0033273)","1/9",0.00449184410751083,0.0419505079889615,0,0,277.527777777778,1500.17416789664,"AQP3"
"response to vitamin D (GO:0033280)","1/9",0.00449184410751083,0.0419505079889615,0,0,277.527777777778,1500.17416789664,"AQP3"
"endochondral ossification (GO:0001958)","1/9",0.00449184410751083,0.0419505079889615,0,0,277.527777777778,1500.17416789664,"FGFR3"
"positive regulation of lipase activity (GO:0060193)","1/10",0.00498981788934786,0.0419505079889615,0,0,246.679012345679,1307.48654986014,"FGFR3"
"regulation of phospholipase activity (GO:0010517)","1/11",0.00548756766902295,0.0419505079889615,0,0,222,1155.5699775562,"FGFR3"
"hemidesmosome assembly (GO:0031581)","1/12",0.00598509351248777,0.0419505079889615,0,0,201.808080808081,1032.95129457314,"KRT5"
"polyol transport (GO:0015791)","1/12",0.00598509351248777,0.0419505079889615,0,0,201.808080808081,1032.95129457314,"AQP3"
"endochondral bone morphogenesis (GO:0060350)","1/13",0.00648239549203707,0.0419505079889615,0,0,184.981481481481,932.059746399125,"FGFR3"
"bone morphogenesis (GO:0060349)","1/14",0.00697947368021334,0.0419505079889615,0,0,170.74358974359,847.704661538015,"FGFR3"
"carbohydrate transport (GO:0008643)","1/14",0.00697947368021334,0.0419505079889615,0,0,170.74358974359,847.704661538015,"AQP3"
"striated muscle cell development (GO:0055002)","1/14",0.00697947368021334,0.0419505079889615,0,0,170.74358974359,847.704661538015,"SDC1"
"positive regulation of exosomal secretion (GO:1903543)","1/15",0.00747632815644859,0.0419505079889615,0,0,158.539682539683,776.212425317664,"SDC1"
"mammary gland epithelium development (GO:0061180)","1/15",0.00747632815644859,0.0419505079889615,0,0,158.539682539683,776.212425317664,"IRF6"
"myoblast differentiation (GO:0045445)","1/15",0.00747632815644859,0.0419505079889615,0,0,158.539682539683,776.212425317664,"SDC1"
"water transport (GO:0006833)","1/18",0.00896555009334736,0.0434369346250895,0,0,130.542483660131,615.425022203049,"AQP3"
"fluid transport (GO:0042044)","1/18",0.00896555009334736,0.0434369346250895,0,0,130.542483660131,615.425022203049,"AQP3"
"striated muscle cell differentiation (GO:0051146)","1/19",0.00946151051239574,0.0434369346250895,0,0,123.283950617284,574.567716360615,"SDC1"
"regulation of exosomal secretion (GO:1903541)","1/19",0.00946151051239574,0.0434369346250895,0,0,123.283950617284,574.567716360615,"SDC1"
"positive regulation of immune system process (GO:0002684)","1/21",0.0104527615118677,0.0459012570738537,0,0,110.944444444444,506.005304706543,"AQP3"
"positive regulation of phospholipase activity (GO:0010518)","1/24",0.0119379646683198,0.0486940260796712,0,0,96.4589371980676,427.12322672632,"FGFR3"
"regulation of epidermal cell differentiation (GO:0045604)","1/25",0.0124325865055396,0.0486940260796712,0,0,92.4351851851852,405.553302875665,"AQP3"
"positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552)","1/28",0.0139151155631478,0.0486940260796712,0,0,82.1522633744856,351.182817850539,"FGFR3"
"positive regulation of lipid kinase activity (GO:0090218)","1/30",0.0149023554252654,0.0486940260796712,0,0,76.4789272030651,321.688416559315,"FGFR3"
"renal water homeostasis (GO:0003091)","1/31",0.0153956417644848,0.0486940260796712,0,0,73.9259259259259,308.542479281304,"AQP3"
"aminoglycan catabolic process (GO:0006026)","1/31",0.0153956417644848,0.0486940260796712,0,0,73.9259259259259,308.542479281304,"SDC1"
"regulation of developmental growth (GO:0048638)","1/31",0.0153956417644848,0.0486940260796712,0,0,73.9259259259259,308.542479281304,"FGFR3"
"negative regulation of developmental growth (GO:0048640)","1/32",0.0158887058240638,0.0486940260796712,0,0,71.5376344086021,296.31937970283,"FGFR3"
"chondrocyte differentiation (GO:0002062)","1/32",0.0158887058240638,0.0486940260796712,0,0,71.5376344086021,296.31937970283,"FGFR3"
"muscle cell development (GO:0055001)","1/33",0.0163815476907073,0.0486940260796712,0,0,69.2986111111111,284.928149930553,"SDC1"
"cell-substrate junction assembly (GO:0007044)","1/34",0.0168741674533514,0.0486940260796712,0,0,67.1952861952862,274.289235089044,"KRT5"
"regulation of keratinocyte differentiation (GO:0045616)","1/34",0.0168741674533514,0.0486940260796712,0,0,67.1952861952862,274.289235089044,"AQP3"
"regulation of phosphatidylinositol 3-kinase activity (GO:0043551)","1/35",0.0173665651965465,0.0487228634680888,0,0,65.2156862745098,264.332771444539,"FGFR3"
"positive regulation of exocytosis (GO:0045921)","1/37",0.0183506949831896,0.050092437656815,0,0,61.5864197530864,246.227915397722,"SDC1"
"odontogenesis (GO:0042476)","1/39",0.0193339377497967,0.0513422538096586,0,0,58.3391812865497,230.20018425525,"AQP3"
"bone development (GO:0060348)","1/40",0.019825226718581,0.0513422538096586,0,0,56.8404558404558,222.860063552568,"FGFR3"
"skeletal system morphogenesis (GO:0048705)","1/42",0.0208071402680989,0.0525380291769497,0,0,54.0623306233062,209.35416251688,"FGFR3"
"positive regulation of organelle assembly (GO:1902117)","1/46",0.0227683122669265,0.0560877936331605,0,0,49.2469135802469,186.270812956763,"SDC1"
"aminoglycan biosynthetic process (GO:0006023)","1/49",0.0242368708211977,0.0582839036414516,0,0,46.162037037037,171.717248380445,"SDC1"
"cartilage development (GO:0051216)","1/52",0.0257034430516593,0.0603732034469207,0,0,43.4400871459695,159.039820378248,"FGFR3"
"glycosaminoglycan metabolic process (GO:0030203)","1/54",0.026680055532624,0.0607224887646182,0,0,41.7966457023061,151.464313783153,"SDC1"
"glycosaminoglycan catabolic process (GO:0006027)","1/56",0.0276557869621033,0.0607224887646182,0,0,40.2727272727273,144.495334893691,"SDC1"
"peptidyl-tyrosine modification (GO:0018212)","1/56",0.0276557869621033,0.0607224887646182,0,0,40.2727272727273,144.495334893691,"FGFR3"
"positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)","1/59",0.0291177336711439,0.0612792504222447,0,0,38.183908045977,135.033873528638,"FGFR3"
"response to organic cyclic compound (GO:0014070)","1/60",0.0296046094730556,0.0612792504222447,0,0,37.5348399246704,132.116075607535,"AQP3"
"response to retinoic acid (GO:0032526)","1/62",0.0305777019615052,0.0612792504222447,0,0,36.3005464480874,126.597583267881,"AQP3"
"diterpenoid metabolic process (GO:0016101)","1/64",0.0315499162070124,0.0612792504222447,0,0,35.1446208112875,121.466288289776,"SDC1"
"type I interferon signaling pathway (GO:0060337)","1/65",0.0320356942028436,0.0612792504222447,0,0,34.59375,119.03379191455,"IRF6"
"cellular response to type I interferon (GO:0071357)","1/65",0.0320356942028436,0.0612792504222447,0,0,34.59375,119.03379191455,"IRF6"
