"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Kinesins R-HSA-983189","2/42",0.000191671762852463,0.00365875719861212,0,0,124.6875,1067.2908627312,"KIF18B;KIF2C"
"Cell Cycle R-HSA-1640170","4/654",0.000203264288811785,0.00365875719861212,0,0,19.8358974358974,168.625033733515,"HJURP;KIF2C;TYMS;SPC25"
"COPI-dependent Golgi-to-ER Retrograde Traffic R-HSA-6811434","2/78",0.000662129842557893,0.006111860265464,0,0,65.5065789473684,479.511360148814,"KIF18B;KIF2C"
"Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444","2/93",0.000939488499798433,0.006111860265464,0,0,54.6675824175824,381.04261518159,"KIF2C;SPC25"
"EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025","2/97",0.00102141062117259,0.006111860265464,0,0,52.3552631578947,360.548218382949,"KIF2C;SPC25"
"Resolution Of Sister Chromatid Cohesion R-HSA-2500257","2/106",0.00121789569412864,0.006111860265464,0,0,47.8028846153846,320.787507456192,"KIF2C;SPC25"
"Mitotic Spindle Checkpoint R-HSA-69618","2/110",0.00131060181436538,0.006111860265464,0,0,46.0231481481481,305.468007443748,"KIF2C;SPC25"
"Golgi-to-ER Retrograde Transport R-HSA-8856688","2/112",0.00135819117010311,0.006111860265464,0,0,45.1818181818182,298.272358071026,"KIF18B;KIF2C"
"RHO GTPases Activate Formins R-HSA-5663220","2/119",0.00153122128564599,0.00612488514258396,0,0,42.4636752136752,275.236363542272,"KIF2C;SPC25"
"Cell Cycle, Mitotic R-HSA-69278","3/523",0.00186001656149297,0.00652261799337691,0,0,16.0467032967033,100.88834975696,"KIF2C;TYMS;SPC25"
"Factors Involved In Megakaryocyte Development And Platelet Production R-HSA-983231","2/136",0.00199302216464295,0.00652261799337691,0,0,37.044776119403,230.348237840605,"KIF18B;KIF2C"
"Separation Of Sister Chromatids R-HSA-2467813","2/170",0.0030905470656507,0.0092716411969521,0,0,29.4970238095238,170.475310598821,"KIF2C;SPC25"
"Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442","2/181",0.00349442757939871,0.00947773665719085,0,0,27.6689944134078,156.512038116457,"KIF18B;KIF2C"
"Mitotic Prometaphase R-HSA-68877","2/186",0.00368578647779644,0.00947773665719085,0,0,26.9103260869565,150.785859163436,"KIF2C;SPC25"
"Mitotic Anaphase R-HSA-68882","2/232",0.00567040106890712,0.0128654303913888,0,0,21.4782608695652,111.09620615968,"KIF2C;SPC25"
"Mitotic Metaphase And Anaphase R-HSA-2555396","2/233",0.00571796906283948,0.0128654303913888,0,0,21.3841991341991,110.431032237146,"KIF2C;SPC25"
